movieTitle,actor,profit,rating
Mirrors,"Kiefer Sutherland",42220596,6.1
Freeway,"Kiefer Sutherland",-2704507,6.5
"Bright Lights, Big City","Kiefer Sutherland",-8881923,5.8
"Dark City","Kiefer Sutherland",257061,7.4
"Nowhere to Run","Kieran Culkin",37189039,5.7
"Hearts Beat Loud","Kiersey Clemons",420962,7.4
"Bless the Child","Kim Basinger",435694,5
"Baby Geniuses","Kim Cattrall",14151490,3.7
"Split Second","Kim Cattrall",-1569178,6
Decoys,"Kim Poirier",-4903240,4.9
"For Colored Girls","Kimberly Elise",17017873,6.8
"Diary of a Mad Black Woman","Kimberly Elise",44958356,6.5
"Almost Christmas","Kimberly Elise",25493506,5.6
"Five Feet Apart","Kimberly Hebert Gregory",79881234,8.2
Fireproof,"Kirk Cameron",32973297,7
"20,000 Leagues Under the Sea","Kirk Douglas",23200000,7
"All Good Things","Kirsten Dunst",-19126383,6
Crazy/Beautiful,"Kirsten Dunst",6929123,6.5
Jumanji,"Kirsten Dunst",197758310,7.2
"A Nightmare on Elm Street 4: The Dream Master","Kisha Brackel",36369899,5.8
Dogma,"Kitao Sakurai",33948865,6.9
"Never Say Never Again","Klaus Maria Brandauer",124000000,6.1
"Let Me In","Kodi Smit-McPhee",8270399,6.7
Alpha,"Kodi Smit-McPhee",48624873,6
"The Road","Kodi Smit-McPhee",4206732,6.9
"Dolphin Tale","Kris Kristofferson",59068724,6.8
Blade,"Kris Kristofferson",86237688,6.6
"Heaven's Gate","Kris Kristofferson",-40515477,6.7
"Blade: Trinity","Kris Kristofferson",66353165,5.7
Krisha,"Krisha Fairchild",114822,6.8
"A Bad Moms Christmas","Kristen Bell",99710550,6.3
Pulse,"Kristen Bell",9741435,4.9
"Final Destination","Kristen Cloke",89036870,6.5
"What Men Want","Kristen Ledlow",49911903,5.9
"Catch That Kid","Kristen Stewart",-1040386,5.3
MacGruber,"Kristen Wiig",-1370105,5.3
Bridesmaids,"Kristen Wiig",257132023,6.5
Downsizing,"Kristen Wiig",-13537029,5.1
"The Skeleton Twins","Kristen Wiig",4797192,6.7
Foolproof,"Kristin Booth",-5378979,6.3
"Darkest Hour","Kristin Scott Thomas",120807172,7.3
"Random Hearts","Kristin Scott Thomas",-800000,5.4
"8 Heads in a Duffel Bag","Kristy Swanson",1002884,5.1
"The Nutcracker in 3D","Kriszta Dorogi",-69533984,5.5
Sultan,"Kubbra Sait",61989781,7.1
"Executive Decision","Kurt Russell",67079192,6.1
"Bone Tomahawk","Kurt Russell",-1524154,6.8
Poseidon,"Kurt Russell",21674817,5.7
Tombstone,"Kurt Russell",31505065,7.5
"Sky High","Kurt Russell",48109359,6
Grindhouse,"Kurt Russell",-2812211,6.9
"Manchester by the Sea","Kyle Chandler",69233867,7.5
"The Overnight","Kyle Field",965996,6
"The Doors","Kyle MacLachlan",-5583107,6.9
"Premium Rush","Kym Perfetto",-3606799,6.2
"School Daze",Kyme,8545844,6.5
Phenomenon,"Kyra Sedgwick",120036382,6.3
"Secondhand Lions","Kyra Sedgwick",17902566,7.1
"The Perfect Guy","L. Scott Caldwell",42278166,5.7
"Lost in Space","Lacey Chabert",56047317,5.2
"No Escape","Lake Bell",37844516,6.8
"Sorry to Bother You","LaKeith Stanfield",15085560,6.9
"Stone Cold","Lance Henriksen",-15713686,5.8
Stung,"Lance Henriksen",-2500000,5.1
"A Man Apart","Larenz Tate",7797731,5.9
"Menace II Society","Larenz Tate",24231527,7.4
"Cast Away","Lari White",342230516,7.6
"Inside Deep Throat","Larry Flynt",-1308120,6.7
"Max Keeble's Big Move","Larry Miller",5292381,5.5
"Jurassic Park","Laura Dern",975812584,7.9
Willard,"Laura Harring",-13117304,5.9
"The Faculty","Laura Harris",25283321,6.3
"The Exorcism of Emily Rose","Laura Linney",126529078,6.4
"Absolute Power","Laura Linney",68310,6.6
Congo,"Laura Linney",102022333,5.2
Venom,"Laura Ramsey",-24118255,4.9
"The Covenant","Laura Ramsey",18164784,5.4
"The Mirror Has Two Faces","Lauren Bacall",-732531,6.8
Harper,"Lauren Bacall",8500000,6.6
"Safety Not Guaranteed","Lauren Carlos",3672318,6.9
"Hostel: Part II","Lauren German",26106409,5.7
"Bad Santa","Lauren Graham",59147031,6.5
Max,"Lauren Graham",23658157,6.8
"School Daze","Laurence Fishburne",8545844,6.5
Passengers,"Laurence Fishburne",192239672,6.9
"Event Horizon","Laurence Fishburne",-33326758,6.4
"Tiny Furniture","Laurie Simmons",374149,5.9
"Jumping the Broom","Laz Alonso",31158601,5.9
"Darkness Falls","Lee Cormie",40289758,5.2
"There's Something About Mary","Lee Evans",347884651,6.5
"In the Heat of the Night","Lee Grant",22407647,7.8
"Donovan's Reef","Lee Marvin",3914000,6.4
"Paint Your Wagon","Lee Marvin",11678778,6.4
"The Man Who Shot Liberty Valance","Lee Marvin",4800000,7.7
Monster,"Lee Tergesen",59240813,7.2
"Joy Ride","Leelee Sobieski",-1026818,6.4
"Monte Carlo","Leighton Meester",19686769,6.3
"Tiny Furniture","Lena Dunham",374149,5.9
Gossip,"Lena Headey",-1408730,5.5
"Reno 911!: Miami","Lennie Loftin",11851362,5.8
"Enough Said","Lennie Loftin",17621449,6.7
Gigli,"Lenny Venito",-46873998,3.6
"The Abyss","Leo Burmester",-15756875,7.2
"Moby Dick","Leo Genn",5900000,6.9
"A Man for All Seasons","Leo McKern",24450000,7.6
"Lone Wolf McQuade","Leon Isaac Kennedy",7232628,6
"Star Trek V: The Final Frontier","Leonard Nimoy",40200000,5.7
Drumline,"Leonard Roberts",36398162,6.2
Dune,"Leonardo Cimino",-17552529,6.4
"The Aviator","Leonardo DiCaprio",98370892,7.1
"The Revenant","Leonardo DiCaprio",397938302,7.4
"Cast Away","Leonid Citer",342230516,7.6
"See Spot Run","Leslie Bibb",27057552,4.8
"Funny People","Leslie Mann",-619695,5.7
"Little Shop of Horrors","Levi Stubbs",8747385,6.8
"Coal Miner's Daughter","Levon Helm",52182787,7.2
"Unaccompanied Minors","Lewis Black",-3029169,5.8
"The Haunting","Liam Neeson",100188905,5.3
"The Nut Job","Liam Neeson",92529966,5.7
"Clash of the Titans","Liam Neeson",368214888,5.7
"The Omen","Liev Schreiber",94295584,5.4
"The Haunting","Lili Taylor",100188905,5.3
"The Birth of a Nation","Lillian Gish",10890000,6.5
"Darkest Hour","Lily James",120807172,7.3
"All Good Things","Lily Rabe",-19126383,6
"The Kid","Lily Tomlin",4688384,6.2
"Exorcist II: The Heretic","Linda Blair",11011000,4.4
"Green Book","Linda Cardellini",299983680,8.3
"The Age of Innocence","Linda Faye Farkas",-1985007,7
"The Terminator","Linda Hamilton",71619031,7.5
"Kindergarten Cop","Linda Hunt",176000000,5.9
"Crocodile Dundee","Linda Kozlowski",319403506,6.3
"Just My Luck","Lindsay Lohan",10159905,6
"Georgia Rule","Lindsay Lohan",819601,5.8
"Letters to God","Lisa Curtis",237452,6.9
Strangerland,"Lisa Flanagan",-9838903,5.2
"Lucky Numbers","Lisa Kudrow",-54985766,4.9
"Analyze This","Lisa Kudrow",146885658,6.4
"Analyze That","Lisa Kudrow",-5005243,5.7
Armageddon,"Liv Tyler",414600000,6.7
"In Too Deep","LL Cool J",8471229,6.8
Rollerball,"LL Cool J",-44147492,3.8
"Last Holiday","LL Cool J",-1656753,6.6
"April Fool's Day","Lloyd Berry",7947763,5.7
"Dead Man on Campus","Lochlyn Munro",1064948,5.7
"The Number 23","Logan Lerman",45593167,6.4
"For Colored Girls","Loretta Devine",17017873,6.8
"Jumping the Broom","Loretta Devine",31158601,5.9
"Free Willy","Lori Petty",133698625,6
"Point Break","Lori Petty",59531958,7.1
Footloose,"Lori Singer",71800000,6.6
"Jaws 2","Lorraine Gary",188900376,5.9
"The Big Hit","Lou Diamond Phillips",14066941,5.9
Supernova,"Lou Diamond Phillips",-45183506,4.8
Notorious,"Louis Calhern",22464742,7.9
"Exorcist II: The Heretic","Louise Fletcher",11011000,4.4
"Friday Night Lights","Lucas Black",31950770,6.9
Thinner,"Lucinda Jenney",1171475,5.8
"Charlie's Angels: Full Throttle","Lucy Liu",107200000,5.4
"Code Name: The Cleaner","Lucy Liu",-11864976,4.6
"The Man with the Iron Fists","Lucy Liu",7018988,5.3
"Anger Management","Luis Guzmán",139660942,6
Jobs,"Lukas Haas",25402515,6.1
Max,"Luke Kleintank",23658157,6.8
"Blue Streak","Luke Wilson",81448157,6.3
"Blonde Ambition","Luke Wilson",-8462521,4.4
"The Skeleton Twins","Luke Wilson",4797192,6.7
"Letters to God","Lyanna Tumaneng",237452,6.9
"Chicken Run","Lynn Ferguson",185793915,6.6
"Peter Pan","Lynn Redgrave",-4744515,7.1
Beerfest,"M.C. Gainey",2659316,5.8
Flyboys,"Mac McDonald",-45183621,6.4
"My Girl","Macaulay Culkin",41511485,7.1
"Where the Wild Things Are","Madeleine Greaves",-876344,6.4
"The Last of the Mohicans","Madeleine Stowe",35505856,7.3
"Swing Vote","Madeline Carroll",-3410133,5.7
"Eyes Wide Shut","Madison Eginton",39267443,7.4
"Swept Away",Madonna,-9401355,4.6
"The Birth of a Nation","Mae Marsh",10890000,6.5
"Hope Floats","Mae Whitman",51529000,6.1
"Babe: Pig in the City","Magda Szubanski",-10868140,5.4
Sherrybaby,"Maggie Gyllenhaal",-1240496,6.5
"Won't Back Down","Maggie Gyllenhaal",-13254497,6.3
"Green Book","Mahershala Ali",299983680,8.3
"The Passion of the Christ","Maia Morgenstern",597341924,7.1
TMNT,Mako,61096018,5.9
Casper,"Malachi Pearson",227300000,6.2
"Antwone Fisher","Malcolm David Kelley",10867586,6.9
"Cat People","Malcolm McDowell",8500000,5.9
"Patti Cake$","Mamoudou Athie",471090,7
"Because I Said So","Mandy Moore",30538833,6
Tangled,"Mandy Moore",326477240,7.5
"Beverly Hills Chihuahua","Manolo Cardona",134218168,4.8
"First Daughter","Marc Blucas",-19580916,5.8
"The Peacemaker","Marcel Iures",12967368,5.8
"Letters to Juliet","Marcia DeBonis",52148538,6.9
Alpha,"Marcin Kowalczyk",48624873,6
"In Good Company","Marg Helgenberger",37489752,5.9
"I, Tonya","Margot Robbie",42797409,7.5
"Whiskey Tango Foxtrot","Margot Robbie",-9649253,6.2
"World Trade Center","Maria Bello",98295654,6
Payback,"Maria Bello",111626121,6.8
"Night of the Living Dead","Marilyn Eastman",29973064,7.7
"In the Bedroom","Marisa Tomei",40437871,6.9
"The Watcher","Marisa Tomei",14267829,5.1
"Anger Management","Marisa Tomei",139660942,6
"My Cousin Vinny","Marisa Tomei",41929168,7.4
"What Women Want","Marisa Tomei",309105123,6.3
"Reindeer Games","Mark Acheson",-12639221,5.5
"The Order","Mark Addy",-23440253,5
"The Full Monty","Mark Addy",257749383,7
"Scary Movie 2","Mark Barrett",96189101,5.6
"Code Name: The Cleaner","Mark Dacascos",-11864976,4.6
"Woman on Top","Mark Feuerstein",2192613,5.5
"Just Like Heaven","Mark Ruffalo",42687083,6.8
"The Kids Are All Right","Mark Ruffalo",32275469,6.5
"The Big Hit","Mark Wahlberg",14066941,5.9
"The Other Guys","Mark Wahlberg",70936470,6.2
"Instant Family","Mark Wahlberg",71736188,7.6
"Snow Day","Mark Webber",49452927,5
"13 Sins","Mark Webber",-3952448,6.3
Antibirth,"Mark Webber",-2500000,4.8
"Dead Man on Campus","Mark-Paul Gosselaar",1064948,5.7
"A Bridge Too Far","Marlies van Alcmaer",24800000,7.2
"The Island of Dr. Moreau","Marlon Brando",-12317288,4.6
"Requiem for a Dream","Marlon Wayans",2889233,8
Catch-22,"Martin Balsam",6911670,6.9
Insomnia,"Martin Donovan",67622499,6.9
"Whiskey Tango Foxtrot","Martin Freeman",-9649253,6.2
"The Karate Kid","Martin Kove",82815558,7
"Nothing to Lose","Martin Lawrence",39594061,6.5
"Bad Boys II","Martin Lawrence",143271982,6.4
"Blue Streak","Martin Lawrence",81448157,6.3
Rebound,"Martin Lawrence",-27507986,5.2
"House Party 2","Martin Lawrence",14438638,4.9
Gettysburg,"Martin Sheen",-14268003,6.9
"A Mighty Wind","Marty Belafsky",12504539,6.9
"The Matrix Revolutions","Mary Alice",277300260,6.6
"The Ice Pirates","Mary Crosby",4075390,5.8
"The Abyss","Mary Elizabeth Mastrantonio",-15756875,7.2
"Swiss Army Man","Mary Elizabeth Winstead",2837111,6.9
Sleeper,"Mary Gregory",16344729,7.1
"A Mighty Wind","Mary Gross",12504539,6.9
"Modern Problems","Mary Kay Place",16474312,5.3
"Safety Not Guaranteed","Mary Lynn Rajskub",3672318,6.9
"Dickie Roberts: Former Child Star","Mary McCormack",6734486,5.2
"Dances with Wolves","Mary McDonnell",405200000,7.8
"Book Club","Mary Steenburgen",81310059,6.1
"Babe: Pig in the City","Mary Stein",-10868140,5.4
"Ordinary People","Mary Tyler Moore",46302978,7.6
"New York Minute","Mary-Kate Olsen",-18784118,5.8
"The Spectacular Now","Masam Holden",4416951,6.6
Munich,"Mathieu Kassovitz",56492772,7.1
Lifeforce,"Mathilda May",-13396455,6.3
"The Bourne Ultimatum","Matt Damon",314043396,7.4
"The Bourne Supremacy","Matt Damon",226001124,7.3
"The Bourne Identity","Matt Damon",154357371,7.4
Downsizing,"Matt Damon",-13537029,5.1
"Good Will Hunting","Matt Damon",215925989,8.1
"Spirit: Stallion of the Cimarron","Matt Damon",26515310,7.6
"Titan A.E.","Matt Damon",-38248021,6.5
"Inside Job","Matt Damon",5799257,7.8
"The Outsiders","Matt Dillon",15697647,7.3
"There's Something About Mary","Matt Dillon",347884651,6.5
"Sydney White","Matt Long",-2863661,6.4
Stung,"Matt O'Leary",-2500000,5.1
"Welcome to Marwen","Matt O'Leary",-32080529,6.5
"Just Visiting","Matt Ross",-23827800,4.6
Election,"Matthew Broderick",8702854,6.8
"Hot Pursuit","Matthew Del Negro",10671512,5.6
"Bone Tomahawk","Matthew Fox",-1524154,6.8
"Wicker Park","Matthew Lillard",-8422924,6.7
"Serial Mom","Matthew Lillard",-5118665,6.6
Bernie,"Matthew McConaughey",4106975,6.6
"Surfer, Dude","Matthew McConaughey",-5963503,4.3
"A Time to Kill","Matthew McConaughey",112266007,7.2
"Cutthroat Island","Matthew Modine",-73482678,5.8
"The Whole Nine Yards","Matthew Perry",61527867,6.4
"Three to Tango","Matthew Perry",-9429625,5.6
"The Drop","Matthias Schoenaerts",6454534,6.7
"How Green Was My Valley","Maureen O'Hara",-1250000,7.3
"Cutthroat Island","Maury Chaykin",-73482678,5.8
Torque,"Max Beesley",6176322,4.7
"3 Ninjas Kick Back","Max Elliott Slade",-8255040,5
"Where the Wild Things Are","Max Pfeifer",-876344,6.4
"Where the Wild Things Are","Max Records",-876344,6.4
"The Sitter","Max Records",13749404,5.5
"Kiss of the Dragon","Max Ryan",11833473,6.6
"Nancy Drew","Max Thieriot",10703845,5.7
"Catch That Kid","Max Thieriot",-1040386,5.3
"The Greatest Story Ever Told","Max von Sydow",-4526667,6.4
"Never Say Never Again","Max von Sydow",124000000,6.1
"Exorcist II: The Heretic","Max von Sydow",11011000,4.4
Bridesmaids,"Maya Rudolph",257132023,6.5
"Away We Go","Maya Rudolph",-10891984,6.8
Sisters,"Maya Rudolph",76030660,5.9
"The Intruder","Meagan Good",28371584,6.4
"The Unborn","Meagan Good",62208812,5
"Fight Club","Meat Loaf",35851705,8.4
"The Doors","Meg Ryan",-5583107,6.9
"The Women","Meg Ryan",34103808,4.9
Antibirth,"Meg Tilly",-2500000,4.8
"Damsels in Distress","Megalyn Echikunwoke",-1675701,5.5
"Jennifer's Body","Megan Fox",15943401,5.4
PCU,"Megan Ward",-4666431,6.3
"A Most Wanted Man","Mehdi Dehbi",21068890,6.5
"I Still Know What You Did Last Summer","Mekhi Phifer",16020622,5.2
"Dawn of the Dead","Mekhi Phifer",75452875,6.9
Spaceballs,"Mel Brooks",15419483,6.8
"War and Peace","Mel Ferrer",6524028,6.7
"What Women Want","Mel Gibson",309105123,6.3
"The Singing Detective","Mel Gibson",-7475253,5.5
Signs,"Mel Gibson",337566676,6.5
"Chicken Run","Mel Gibson",185793915,6.6
"Conspiracy Theory","Mel Gibson",62783718,6.5
"The Patriot","Mel Gibson",105300000,7
Payback,"Mel Gibson",111626121,6.8
"Close Encounters of the Third Kind","Melinda Dillon",320800479,7.3
Turistas,"Melissa George",4321070,5.3
Tammy,"Melissa McCarthy",76407655,5.2
"Can You Ever Forgive Me?","Melissa McCarthy",1752387,6.9
Hud,"Melvyn Douglas",7500000,7.5
"Day of the Dead","Mena Suvari",-18000000,5
Edtv,"Merrin Dungey",-24680311,6
"One True Thing","Meryl Streep",-3291804,6.6
"The Post","Meryl Streep",129748880,7
"Mad City","Mia Kirshner",-39438962,6.1
"The Kids Are All Right","Mia Wasikowska",32275469,6.5
Restless,"Mia Wasikowska",-5227489,6.4
"The Greatest Story Ever Told","Michael Anderson Jr.",-4526667,6.4
"The Forbidden Kingdom","Michael Angarano",74075270,6.4
"Snow Angels","Michael Angarano",-1085596,6.5
"Sky High","Michael Angarano",48109359,6
"Creed II","Michael B. Jordan",163591522,6.7
"Swept Away","Michael Beattie",-9401355,4.6
Aliens,"Michael Biehn",166316455,7.9
"The Abyss","Michael Biehn",-15756875,7.2
"The Terminator","Michael Biehn",71619031,7.5
"The Blair Witch Project","Michael C. Williams",247700000,6.2
Quills,"Michael Caine",-1767912,6.9
"The Statement","Michael Caine",-25454936,5.8
"The Quiet American","Michael Caine",6348203,6.7
"Secondhand Lions","Michael Caine",17902566,7.1
Juno,"Michael Cera",224450102,7
"When the Game Stands Tall","Michael Chiklis",15138912,6.6
Daredevil,"Michael Clarke Duncan",102782518,5.1
"The Whole Nine Yards","Michael Clarke Duncan",61527867,6.4
"See Spot Run","Michael Clarke Duncan",27057552,4.8
"Forrest Gump","Michael Conner Humphreys",624850637,8.4
"The Ice Pirates","Michael D. Roberts",4075390,5.8
"Black Rain","Michael Douglas",15892212,6.5
"The Ghost and the Darkness","Michael Douglas",-16435578,6.7
"The Game","Michael Douglas",30369970,7.6
"The Intruder","Michael Ealy",28371584,6.4
"About Last Night","Michael Ealy",37445860,6
"The Perfect Guy","Michael Ealy",42278166,5.7
"Frances Ha","Michael Esper",8262769,7.4
"People Like Us","Michael Hall D'Addario",-3382528,6.8
"Bright Lights, Big City","Michael J. Fox",-8881923,5.8
"Stuart Little 2","Michael J. Fox",46000000,5.6
"Split Second","Michael J. Pollard",-1569178,6
"The Wiz","Michael Jackson",-2000000,5.8
"Never Back Down 2: The Beatdown","Michael Jai White",-3000000,6
"Air Bud","Michael Jeter",24788649,5.3
"First Daughter","Michael Keaton",-19580916,5.8
"Final Destination 2","Michael Landes",64396664,6.1
"Fear and Loathing in Las Vegas","Michael Lee Gogin",-4788097,7.2
Species,"Michael Madsen",78354449,5.7
"Pale Rider","Michael Moriarty",34510568,7.1
"Hot Pursuit","Michael Mosley",10671512,5.6
Caddyshack,"Michael O'Keefe",33846344,6.7
"The Lucky Ones","Michael Peña",-13733033,6.3
"Small Time Crooks","Michael Rapaport",11934477,6.5
"The Robe","Michael Rennie",31008303,6.4
"The Replacement Killers","Michael Rooker",-10964259,6
"Urban Legend","Michael Rosenbaum",58571864,5.7
Traffic,"Michael Saucedo",160300000,7
"Machine Gun Preacher","Michael Shannon",-26278012,6.5
Passengers,"Michael Sheen",192239672,6.9
"A Serious Man","Michael Stuhlbarg",23360570,6.7
Bones,"Michael T. Weiss",-1621147,4.3
"Day of the Dead","Michael Welch",-18000000,5
"Along Came a Spider","Michael Wincott",77159085,6.3
"Austin Powers: International Man of Mystery","Michael York",49683989,6.5
"The Back-Up Plan","Michaela Watkins",40281179,6
"He's Just Not That Into You","Michelle Carmichael",141053657,6.4
Columbus,"Michelle Forbes",410511,7.2
Sherrybaby,"Michelle Hurst",-1240496,6.5
"Machine Gun Preacher","Michelle Monaghan",-26278012,6.5
"What Lies Beneath","Michelle Pfeiffer",198693989,6.3
"The Age of Innocence","Michelle Pfeiffer",-1985007,7
"Up Close & Personal","Michelle Pfeiffer",40645801,6.2
"People Like Us","Michelle Pfeiffer",-3382528,6.8
"The Deep End of the Ocean","Michelle Pfeiffer",-26491365,6.2
"The Family","Michelle Pfeiffer",21078541,6.2
"My Week with Marilyn","Michelle Williams",24240572,6.7
"Babe: Pig in the City","Mickey Rooney",-10868140,5.4
"The Black Stallion","Mickey Rooney",35099643,7.1
"Frances Ha","Mickey Sumner",8262769,7.4
Sleepover,"Mika Boorem",-591817,5.5
"Meet the Blacks","Mike Epps",8197072,4.3
"Friday After Next","Mike Epps",23526835,6.1
"Austin Powers: International Man of Mystery","Mike Myers",49683989,6.5
"The Cat in the Hat","Mike Myers",24818283,5.1
"Wayne's World","Mike Myers",163097323,6.6
"Mercury Rising","Miko Hughes",-27016668,6.2
"Black Swan","Mila Kunis",318266710,7.6
"A Bad Moms Christmas","Mila Kunis",99710550,6.3
"The Trouble with Harry","Mildred Dunnock",5800000,7
"The Trouble with Harry","Mildred Natwick",5800000,7
"Two Night Stand","Miles Teller",-731919,6.5
"The Spectacular Now","Miles Teller",4416951,6.6
"Me and You and Everyone We Know","Miles Thompson",7615464,7.2
"Austin Powers: International Man of Mystery","Mimi Rogers",49683989,6.5
"Lost in Space","Mimi Rogers",56047317,5.2
Lucy,"Min-sik Choi",417507776,6.3
"Return to Me","Minnie Driver",8662299,6.3
"The Replacement Killers","Mira Sorvino",-10964259,6
"Me and You and Everyone We Know","Miranda July",7615464,7.2
"What Lies Beneath","Miranda Otto",198693989,6.3
"Flight of the Phoenix","Miranda Otto",-40990820,5.9
Stronger,"Miranda Richardson",-21213713,7
"Get Carter","Miranda Richardson",-20582818,5
"The Birth of a Nation","Miriam Cooper",10890000,6.5
"Cats & Dogs","Miriam Margolyes",140700000,5.2
"Monster House","Mitchel Musso",66267370,6.5
"My Cousin Vinny","Mitchell Whitfield",41929168,7.4
Unbroken,Miyavi,98527824,7.4
"Almost Christmas",Mo'Nique,25493506,5.6
"Remember Me","Moisés Acevedo",40506120,7
"Five Feet Apart","Moises Arias",79881234,8.2
"The Lucky Ones","Molly Hagan",-13733033,6.3
"The Woman in Black","Molly Harmon",113955898,6.1
ATL,Monica,4170563,6.8
"Freddy vs. Jason","Monica Keena",89576403,5.8
"Patch Adams","Monica Potter",152173000,7.2
"Head Over Heels","Monica Potter",-3602635,5.6
"Along Came a Spider","Monica Potter",77159085,6.3
"Red River","Montgomery Clift",6012000,7.3
Serenity,"Morena Baccarin",1319440,7.4
"Million Dollar Baby","Morgan Freeman",201928227,7.9
Lucy,"Morgan Freeman",417507776,6.3
"Chain Reaction","Morgan Freeman",5209334,5.5
"Along Came a Spider","Morgan Freeman",77159085,6.3
"The Bucket List","Morgan Freeman",129807445,7.1
"High Crimes","Morgan Freeman",21781100,6.2
"He's Just Not That Into You","Morgan Lily",141053657,6.4
"Two Can Play That Game","Morris Chestnut",9391450,6.5
"The Best Man","Morris Chestnut",25572780,6.8
"Half Past Dead","Morris Chestnut",-5766720,4.8
"The Perfect Guy","Morris Chestnut",42278166,5.7
"Rocket Singh: Salesman of the Year","Mukesh Bhatt",4278767,6.8
"Woman on Top","Murilo Benício",2192613,5.5
"Jaws 2","Murray Hamilton",188900376,5.9
"All Saints","Myles Moore",3941994,6.1
Blade,"N'Bushe Wright",86237688,6.6
RoboCop,"Nancy Allen",40424681,7.2
"Rugrats Go Wild","Nancy Cartwright",30443032,5.6
Sabrina,"Nancy Marchand",29100000,6.2
"Shut In","Naomi Watts",1360665,5.2
Belly,Nas,6639390,6
"Cat People","Nastassja Kinski",8500000,5.9
"Club Dread","Nat Faxon",-926449,5.1
"Walk Hard: The Dewey Cox Story","Nat Faxon",-14393947,6.5
"In Dubious Battle","Nat Wolff",-14785818,5.8
"Your Highness","Natalie Portman",-23878362,5.3
"Anywhere But Here","Natalie Portman",-4346385,6.2
"Black Swan","Natalie Portman",318266710,7.6
Jackie,"Natalie Portman",27588512,6.4
"West Side Story","Natalie Wood",37700000,7.3
Ronin,"Natascha McElhone",15692101,6.9
Solaris,"Natascha McElhone",-32029962,6
Antibirth,"Natasha Lyonne",-2500000,4.8
Serenity,"Nathan Fillion",1319440,7.4
"Dolphin Tale","Nathan Gamble",59068724,6.8
"Titan A.E.","Nathan Lane",-38248021,6.5
"The Longest Yard",Nelly,109558505,6.4
"Three to Tango","Neve Campbell",-9429625,5.6
"In Too Deep","Nia Long",8471229,6.8
"The Best Man","Nia Long",25572780,6.8
"Half Past Dead","Nia Peeples",-5766720,4.8
"My Life in Ruins","Nia Vardalos",3477425,5.8
"Young Sherlock Holmes","Nicholas Rowe",1739000,6.9
Drumline,"Nick Cannon",36398162,6.2
"Day of the Dead","Nick Cannon",-18000000,5
Underclassman,"Nick Cannon",-19345223,5.1
"Cape Fear","Nick Nolte",147291969,7.2
"The Prince of Tides","Nick Nolte",44787599,6.6
"Me and Earl and the Dying Girl","Nick Offerman",1266180,7.6
"Hearts Beat Loud","Nick Offerman",420962,7.4
"Head of State","Nick Searcy",3083765,5.5
"Timber Falls","Nick Searcy",-2528752,5.3
"Bride of Chucky","Nick Stabile",25692188,5.6
"In the Bedroom","Nick Stahl",40437871,6.9
"Our Idiot Brother","Nick Sullivan",20861249,6.1
"Bucky Larson: Born to Be a Star","Nick Swardson",-7470605,4.2
"Left Behind","Nicky Whelan",4769209,4
"Return to Oz","Nicol Williamson",-16381187,6.6
Face/Off,"Nicolas Cage",161200000,6.9
"Left Behind","Nicolas Cage",4769209,4
Joe,"Nicolas Cage",-3626625,6.6
"Leaving Las Vegas","Nicolas Cage",45800000,7.2
"World Trade Center","Nicolas Cage",98295654,6
"Bringing Out the Dead","Nicolas Cage",-15359790,6.7
"Practical Magic","Nicole Kidman",8336997,6.5
"Eyes Wide Shut","Nicole Kidman",39267443,7.4
"The Peacemaker","Nicole Kidman",12967368,5.8
Strangerland,"Nicole Kidman",-9838903,5.2
"Code Name: The Cleaner","Nicollette Sheridan",-11864976,4.6
"Reno 911!: Miami","Niecy Nash",11851362,5.8
"War Horse","Niels Arestrup",86815529,7.2
"The Tigger Movie","Nikita Hopkins",76147688,6.4
Circumstance,"Nikohl Boosheri",58978,6.9
"Welcome to Marwen","Nikolai Witschl",-32080529,6.5
"The Wiz","Nipsey Russell",-2000000,5.8
"Remember Me","Noel Rodriguez",40506120,7
"The Drop","Noomi Rapace",6454534,6.7
"Dirty Work","Norm MacDonald",-2979919,6.4
Screwed,"Norm MacDonald",-5017320,5.5
"Deuces Wild","Norman Reedus",-3755382,5.5
Gossip,"Norman Reedus",-1408730,5.5
"The Unborn","Odette Annable",62208812,5
"The Odd Life of Timothy Green","Odeya Rush",15249159,6.7
Hitman,"Olga Kurylenko",75135571,5.9
Insomnia,"Oliver 'Ole' Zemen",67622499,6.9
"Three to Tango","Oliver Platt",-9429625,5.6
"Shut In","Oliver Platt",1360665,5.2
"Eye for an Eye","Olivia Burnette",6792700,6
"The Favourite","Olivia Colman",79075194,7.6
"Me and Earl and the Dying Girl","Olivia Cooke",1266180,7.6
"The Wackness","Olivia Thirlby",-2669988,6.4
"Drinking Buddies","Olivia Wilde",-92900,6
Turistas,"Olivia Wilde",4321070,5.3
Rush,"Olivia Wilde",60230839,7.7
"The Sixth Sense","Olivia Williams",632806292,7.9
"In Too Deep","Omar Epps",8471229,6.8
"Doctor Zhivago","Omar Sharif",101036323,7.6
"Sorry to Bother You","Omari Hardwick",15085560,6.9
"United 93","Opal Alladin",59635035,7.1
Beloved,"Oprah Winfrey",-30147513,5.6
Evolution,"Orlando Jones",18341932,5.9
Drumline,"Orlando Jones",36398162,6.2
"Won't Back Down","Oscar Isaac",-13254497,6.3
Zoolander,"Owen Wilson",32780981,6.2
"No Escape","Owen Wilson",37844516,6.8
"The Haunting","Owen Wilson",100188905,5.3
